FID,NAME,HH,pop,hhsize,sexratio,p0_14,p15_64,p65u,curborn,forborn,firstgen,secgen,thirdgen,leave,stay,meanHHinc,GFR,unemploy,partrate,airpolut,badcond,nvrmarr,married,divorced,consuni,area,popdens,CreationDate,Creator,EditDate,Editor,x,y
145,DOMINGUITO,469,1197,2.6,83,0.149,0.653,0.198,0.744,0.256,0.256,0.219,0.524,0.048,0.672,5225,43,5.8,56,5.3,6,38.2,32.2,9,11,0.458,2613.53709341466,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
146,HOENDERBERG,111,280,2.5,67,0.182,0.736,0.082,0.811,0.189,0.19,0.222,0.588,0.035,0.602,7024,0,2.5,69.4,6.4,0,37.3,45.3,1.8,4.4,0.183,1530.05465876259,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
147,VREDENBERG BIJ KINTJAN,332,814,2.5,88,0.181,0.636,0.183,0.547,0.453,0.456,0.266,0.278,0.065,0.708,7026,30,4.8,59.7,8.5,2.7,30,49.6,6.8,7.8,0.799,1018.77343521774,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
148,ILAND,56,152,2.7,88,0.204,0.625,0.171,0.645,0.355,0.355,0.276,0.368,0,0.811,6513,0,0,0,1.8,3.6,31.7,43.3,6.7,12.5,0.088,1727.27273663213,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
149,JAN BOOS,127,339,2.7,85,0.186,0.687,0.127,0.793,0.207,0.207,0.156,0.638,0.037,0.652,5142,0,9.6,64.1,4.7,7.1,36.3,34.5,6.7,13.1,0.258,1313.95355758311,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
150,VREDENBERG BIJ STA. MARIA,162,433,2.6,80,0.152,0.605,0.242,0.767,0.233,0.234,0.152,0.614,0.023,0.704,5243,30,5.5,56.5,6.2,6.2,39.8,36.7,8.4,6.4,0.203,2133.00498748486,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
151,JAN SOFAT,219,580,2.6,95,0.207,0.647,0.147,0.476,0.524,0.526,0.301,0.172,0.067,0.716,11988,95,3.5,61.3,5.1,0,15.5,63.6,4,11.5,0.672,863.095249731491,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
152,KLEIN MARCHENA,203,510,2.5,88,0.176,0.71,0.114,0.823,0.177,0.177,0.187,0.635,0.018,0.696,3262,51,10.7,60.2,16.7,11.3,43.8,29.8,5.4,13.1,0.145,3517.24148051776,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
153,JAN THIEL,590,1490,2.5,87,0.213,0.689,0.097,0.554,0.446,0.446,0.264,0.291,0.092,0.614,11165,53,3.4,69.7,3.1,0.5,20.7,55.7,4.1,11.4,4.952,300.888521310875,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
154,WATERLOO,888,2521,2.8,87,0.254,0.711,0.035,0.708,0.292,0.293,0.223,0.484,0.062,0.606,8292,34,3.2,74.4,4.7,0.7,28,52.4,2.1,9.4,1.32,1909.84840895793,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
155,JANCHI WEVER,22,58,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,0,23.9,69.6,0,4.3,0.053,1094.33963556398,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
156,WAWU BIJ LUDUNU,38,123,3.2,78,0.171,0.675,0.154,0.894,0.106,0.106,0.073,0.821,0.016,0.664,4448,0,0,0,42.1,5.3,51.5,33.7,4,7.9,0.043,2860.46501913543,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
157,JANDORET,669,1841,2.8,78,0.18,0.67,0.15,0.845,0.155,0.156,0.118,0.727,0.028,0.683,4834,59,11.4,56.7,12.4,3.3,42.5,34,6,10.4,0.874,2106.40729162568,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
158,WEIS,330,816,2.5,81,0.137,0.648,0.214,0.781,0.219,0.22,0.204,0.577,0.02,0.641,4401,46,7.6,56.4,10,4.3,36.6,36.9,8.8,8.7,0.468,1743.58976313139,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
159,JANWE,70,183,2.6,93,0.137,0.667,0.197,0.676,0.324,0.324,0.264,0.412,0.093,0.663,6450,0,0,0,12.9,1.4,30.1,44.9,9.6,7.7,0.159,1150.94343678332,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
160,QUINTA VIOLETA,152,395,2.6,95,0.215,0.676,0.109,0.565,0.435,0.437,0.338,0.226,0.01,0.654,4449,0,5.7,67.4,13.2,16.7,28.7,44.3,6.2,13,0.161,2453.41617268391,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
161,JENEFU,31,86,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.7,6.5,59.7,27.8,4.2,5.6,0.039,2205.12815963117,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
162,WELATINA,148,435,2.9,88,0.205,0.655,0.14,0.802,0.198,0.198,0.131,0.671,0.033,0.754,4204,43,13.5,59.8,34.5,9.7,48.5,25.9,7.4,11.8,0.123,3536.58526816729,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
163,JONCHI,15,46,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,20,68.6,5.7,0,0.167,275.449108874846,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
164,HABAAI,75,407,2.2,65,0.064,0.285,0.651,0.773,0.227,0.301,0.176,0.523,0.023,0.844,5046,0,0,0,83.5,2.2,47.5,17.7,17.9,5,0.303,1343.23430969216,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
165,WELTEVREDEN,27,76,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,14.8,42.4,35.6,3.4,15.3,0.041,1853.65848538423,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
166,JONGBLOED,1246,3193,2.5,89,0.193,0.647,0.16,0.684,0.316,0.317,0.22,0.463,0.064,0.633,6414,51,7.2,62.1,6.4,4,31.6,43.7,6.6,9,1.783,1790.80202673176,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
167,WESTPUNT,256,738,2.9,96,0.179,0.642,0.179,0.934,0.066,0.066,0.069,0.864,0.015,0.573,4213,20,14.8,51.2,6.1,1.6,44.4,33.6,8.7,6.4,1.447,510.020723138201,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
168,JONISBERG,159,426,2.7,89,0.174,0.631,0.195,0.686,0.314,0.314,0.281,0.404,0.048,0.612,4720,36,6.2,55.1,5.1,8.8,40,38.8,6.4,5.5,0.121,3520.66117610186,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
169,JUAN BAEZA,180,444,2.5,91,0.218,0.662,0.119,0.694,0.306,0.308,0.164,0.528,0.035,0.632,3075,73,6,62,37.9,3.9,36.7,36.1,5.6,14.4,0.375,1184,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
170,WETO (Rehderslust),258,750,2.9,80,0.221,0.68,0.099,0.851,0.149,0.149,0.142,0.708,0.019,0.61,3769,53,11.5,65.2,8.9,4.7,43.8,32.5,6.3,8.6,0.467,1605.99569110755,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
171,JUAN DOMINGO BIJ COLON,62,168,2.7,81,0.196,0.613,0.19,0.792,0.208,0.21,0.257,0.533,0.031,0.731,6839,0,0,0,23,4.9,34.8,35.6,7.6,13.6,0.122,1377.04916485405,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
172,WISHI,328,841,2.6,75,0.205,0.669,0.126,0.695,0.305,0.307,0.174,0.52,0.067,0.54,2918,62,12.8,59.6,82.2,12.5,46.4,27.8,6.2,11.8,0.369,2279.13286643027,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
173,ZAKITO,98,228,2.3,93,0.14,0.645,0.215,0.588,0.412,0.412,0.175,0.412,0.081,0.595,9208,0,0,0,60.2,8.3,35.1,43.3,6.2,7.7,0.8,284.999995753169,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
174,JUAN DOMINGO BIJ MAHUMA,333,955,2.9,77,0.259,0.639,0.103,0.856,0.144,0.144,0.118,0.738,0.057,0.625,3808,57,11.2,61.9,16.3,19.2,41.8,35.2,4.2,12,0.543,1758.74775357441,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
175,ZEELANDIA,88,135,1.5,39,0.067,0.378,0.556,0.63,0.37,0.373,0.328,0.299,0.007,0.679,5912,0,0,0,5.7,0,23,30.2,27.8,1.6,0.819,164.835163683523,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
176,JUAN HATO,236,603,2.6,92,0.138,0.642,0.221,0.808,0.192,0.192,0.177,0.631,0.029,0.626,5302,69,7.2,56.2,8.5,4.3,36.1,37.3,11.1,8.8,0.333,1810.810787474,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
177,ZEGU,65,192,3,76,0.177,0.703,0.12,0.818,0.182,0.185,0.122,0.693,0.067,0.583,3628,0,0,0,35.4,11.1,33.3,42,6.7,14,1.102,174.228675437672,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
178,JUANOTA,41,107,2.6,84,0.178,0.71,0.112,0.736,0.264,0.264,0.094,0.642,0,0.682,4629,0,0,0,7.3,19.5,40,17.6,9.4,23.5,0.106,1009.43397418402,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
179,NOORD STA. ROSA,129,355,2.8,87,0.22,0.668,0.113,0.816,0.184,0.184,0.13,0.686,0.012,0.584,4113,59,11.8,61,3.1,8.6,39,35.3,5.6,10.8,0.427,831.381759945147,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
180,JULIANADORP,393,1068,2.7,96,0.217,0.64,0.142,0.45,0.55,0.55,0.223,0.226,0.137,0.627,10937,27,4.1,58.5,31.9,0.8,17.7,62.6,4.5,9.3,1.439,742.182065471995,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
181,ZUURZAK,102,312,3.1,84,0.324,0.615,0.061,0.561,0.439,0.439,0.269,0.292,0.077,0.505,13179,0,3.6,80.1,4.1,0,12,67,1,17.2,0.77,405.194815231789,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
182,KALABARI,92,230,2.5,70,0.187,0.604,0.209,0.804,0.196,0.196,0.157,0.648,0.031,0.604,4401,0,13.9,54,5.4,5.5,36.6,34.4,10.8,11.3,0.11,2090.9091022389,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
183,ZUURZAK BIJ BLOMONTE,44,119,2.7,70,0.193,0.697,0.109,0.78,0.22,0.222,0.248,0.53,0.027,0.58,5674,0,0,0,9.1,0,32.3,39.8,4.3,14,0.036,3305.55569785245,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
184,KANGA,378,972,2.6,85,0.192,0.666,0.142,0.648,0.352,0.353,0.184,0.463,0.034,0.595,3113,50,9.3,60.4,7.9,7.4,41.2,35.4,6.1,10.6,0.573,1696.33503759618,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
185,SCHARLOO,23,53,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,30.4,29.5,36.4,6.8,15.9,0.351,150.997146279133,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
186,KAS CHIKITU,45,118,2.6,97,0.212,0.695,0.093,0.729,0.271,0.271,0.144,0.585,0.034,0.5,2372,0,0,0,86.7,15.6,46.1,24.7,4.5,16.9,0.097,1216.49480948021,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
187,BATAVIERWIJK,30,71,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7,20,49.1,29.8,5.3,5.3,0.015,4733.33343913158,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
188,KATOENTUIN,93,241,2.6,90,0.228,0.697,0.075,0.593,0.407,0.407,0.199,0.394,0.056,0.746,9547,0,4.8,66.7,6.5,0,18.3,53.3,6.7,14.4,0.184,1309.78260614992,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
189,COCOWIJK,53,140,2.6,73,0.179,0.679,0.143,0.652,0.348,0.351,0.209,0.44,0.007,0.47,2655,0,0,0,21.2,48.1,38.7,29.7,9.9,9.9,0.033,4242.42426541226,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
190,KENT U ZELF,97,284,2.9,76,0.25,0.665,0.085,0.806,0.194,0.194,0.155,0.65,0.032,0.536,3643,0,11.1,67.6,5.2,7.2,34,36.8,5.7,14.6,0.203,1399.01481858129,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
191,RUST EN VREDE BIJ BRIEVENGAT,34,96,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,32.9,51.9,3.8,8.9,0.039,2461.53841075107,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
192,KINTJAN,100,231,2.3,76,0.143,0.636,0.221,0.608,0.392,0.392,0.238,0.37,0.042,0.623,7871,0,11.1,63.6,7.1,3,30.6,45.6,6.2,5.7,0.203,1137.93106722633,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
193,NORMANDIE,82,196,2.4,87,0.173,0.689,0.138,0.561,0.439,0.439,0.153,0.408,0.005,0.608,4709,0,12.7,67.9,19.5,22.2,43.4,34.6,10.1,6.3,0.062,3161.29037424627,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
194,KIRINDONGO ABOU,567,1768,3,82,0.215,0.714,0.071,0.854,0.146,0.146,0.123,0.731,0.014,0.627,3524,56,19,60.9,16,9.8,50,28.1,3.7,10.7,0.907,1949.28334043617,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
195,BELLEVUE,32,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,29.3,34.5,5.2,13.8,0.037,1756.75673411657,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
196,KLEIN DAVELAAR,44,104,2.4,76,0.183,0.606,0.212,0.548,0.452,0.452,0.327,0.221,0.049,0.447,6948,0,0,0,16.3,2.3,26.5,39.8,9.6,12,0.086,1209.30228451254,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
197,KLEIN KWARTIER,216,593,2.7,95,0.219,0.659,0.121,0.723,0.277,0.278,0.2,0.522,0.04,0.689,5524,42,9.2,66.3,9.8,13,31.9,44,4.6,11.3,1.444,410.664818317283,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
198,TONI KUNCHI,129,379,2.9,89,0.222,0.654,0.124,0.602,0.398,0.398,0.325,0.277,0.19,0.57,11732,0,1.1,60.7,5.4,0.8,21.7,62.1,4.8,5.2,0.217,1746.54383732931,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
199,VIVIR CONTENTO,72,175,2.4,86,0.24,0.577,0.183,0.8,0.2,0.2,0.246,0.554,0,0.759,3237,0,0,0,5.6,11.4,49.6,21.4,6.1,13.7,0.044,3977.27274882399,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
200,KLEIN ST. MICHIEL,461,1350,2.9,89,0.251,0.727,0.021,0.87,0.13,0.13,0.183,0.687,0.034,0.667,6879,35,4.9,74.8,55.6,1.1,35.8,45.1,1.3,10.3,1.529,882.929994288246,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
201,ROOI INDJAN,29,79,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8,6.9,52.9,23.5,7.8,5.9,0.067,1179.10444824115,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
202,KOLONCHI,44,98,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,25.6,41.5,9.8,9.8,0.068,1441.17639226691,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
203,VERGENOEGD,24,74,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,39.3,44.3,4.9,8.2,0.058,1275.86210567801,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
204,KORAAL PARTIR,346,910,2.6,79,0.227,0.69,0.082,0.721,0.279,0.28,0.202,0.518,0.065,0.629,7493,49,4,74.1,6.1,1.5,26.5,43,2.8,14.2,0.56,1624.9999930816,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
205,TRAI SERU,343,884,2.6,81,0.224,0.671,0.105,0.765,0.235,0.236,0.185,0.58,0.038,0.648,6020,48,6.9,63.7,4.1,7.6,41.7,33.7,4.5,14.1,0.729,1212.62007343881,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
206,KORAAL SPECHT,883,3064,2.9,74,0.161,0.677,0.163,0.807,0.193,0.195,0.2,0.605,0.064,0.557,3976,47,19.5,48.6,14.9,5.4,52.7,23.9,7.2,9.5,2.654,1154.48377895777,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
207,WELGELEGEN BIJ HABAAI,42,111,2.6,68,0.162,0.649,0.189,0.755,0.245,0.245,0.2,0.555,0.029,0.667,8338,0,0,0,59.5,0,27.5,50.5,5.5,6.6,0.048,2312.49997989895,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
208,KORPORAAL,208,521,2.5,88,0.173,0.593,0.234,0.681,0.319,0.322,0.283,0.396,0.056,0.661,7771,75,3.3,55.5,1.9,1.5,25.1,51.8,6.6,9.4,0.888,586.71170415047,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
209,MONTE BELLO,91,206,2.3,82,0.184,0.602,0.214,0.557,0.443,0.446,0.218,0.337,0.005,0.54,4307,0,0,0,22.2,17.8,42.3,29.4,7.4,13.5,0.043,4790.69751172275,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
210,SCHOONEBOOM,22,61,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,18.2,28.3,45.7,2.2,15.2,0.043,1418.60460298586,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
211,KUDISHI,12,25,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,65.2,8.7,13,0.068,367.6470388436,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
212,HERST,64,144,2.3,80,0.167,0.618,0.215,0.639,0.361,0.361,0.25,0.389,0.122,0.568,6902,0,0,0,4.7,1.6,30.2,37.1,6,12.9,0.1,1439.99997854233,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
213,KUNUKU GRANDI,52,136,2.6,92,0.169,0.735,0.096,0.772,0.228,0.228,0.162,0.61,0.015,0.644,5874,0,0,0,1.9,17.3,49.1,26.8,6.3,8.9,0.098,1387.75513833486,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
214,WANAPA,10,27,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,36.4,36.4,4.5,9.1,0.044,613.636366961416,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
215,KUSTBATTERIJ,304,829,2.7,74,0.201,0.648,0.151,0.839,0.161,0.162,0.227,0.611,0.018,0.56,3405,24,18.7,52.6,7.2,2.6,54.5,24.4,5.2,6.5,0.205,4043.90247429786,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
216,JAN LUIS,97,321,3.3,81,0.224,0.707,0.069,0.737,0.263,0.264,0.164,0.572,0.013,0.565,4040,0,13.8,61,5.2,8.3,37.8,41.2,5.9,13,1.263,254.156767293275,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
217,KWARCHI,234,670,2.9,95,0.197,0.681,0.122,0.74,0.26,0.26,0.199,0.54,0.107,0.56,6943,28,7.5,62.3,4.3,3.9,33.3,45.5,5.2,8.6,0.712,941.011219569611,"februari 11, 2016",menno_ter_bals,"februari 11, 2016",menno_ter_bals,,
